Montgomery Curve - Initialization Time (s);Montgomery Curve - Signature Time (s);Montgomery Curve - Verification Time (s);Edwards Curve - Initialization Time (s);Edwards Curve - Signature Time (s);Edwards Curve - Verification Time (s);Twisted Edwards Curve - Initialization Time (s);Twisted Edwards Curve - Signature Time (s);Twisted Edwards Curve - Verification Time (s)
0.29759;0.28688;0.62101;0.23386;0.22485;0.19419;0.22777;0.23722;0.195
0.29423;0.29057;0.65689;0.22284;0.23725;0.20524;0.22752;0.22539;0.19437
0.29003;0.28105;0.63883;0.23326;0.22718;0.19646;0.22445;0.21848;0.20491
0.29185;0.27931;0.64511;0.22764;0.21586;0.19444;0.22684;0.22961;0.19914
0.28119;0.2871;0.63827;0.24068;0.22426;0.19487;0.22879;0.22561;0.19913
0.2822;0.30775;0.63471;0.23104;0.23766;0.19626;0.2431;0.22588;0.19636
0.28122;0.29929;0.62861;0.23437;0.23144;0.19937;0.22109;0.22522;0.20089
0.28459;0.28744;0.65061;0.2298;0.22402;0.19598;0.23215;0.22536;0.19836
0.28646;0.28044;0.65007;0.23312;0.237;0.19399;0.22715;0.23144;0.19743
0.29974;0.28691;0.65537;0.23193;0.22568;0.19412;0.2341;0.23892;0.19736
0.28835;0.30348;0.63831;0.23124;0.2462;0.19719;0.22855;0.30886;0.20742
0.30192;0.28479;0.78091;0.22484;0.22494;0.19772;0.23839;0.22685;0.19573
0.28861;0.28466;0.6399;0.23534;0.22415;0.19598;0.22854;0.22045;0.20326
0.28821;0.27972;0.65706;0.2286;0.22163;0.19665;0.24534;0.23781;0.19704
0.29657;0.28458;0.63887;0.22684;0.22977;0.19657;0.22765;0.21917;0.19611
0.30149;0.30152;0.62187;0.23741;0.22869;0.19591;0.24142;0.23492;0.19695
0.28242;0.28634;0.64553;0.23074;0.22787;0.19656;0.21914;0.22821;0.1969
0.28396;0.28936;0.66094;0.24049;0.22854;0.19915;0.23218;0.23104;0.19858
0.28598;0.28968;0.65325;0.22496;0.23099;0.19696;0.23713;0.21827;0.19834
0.29575;0.28344;0.63556;0.22303;0.22261;0.19545;0.23301;0.23718;0.19796
0.29812;0.29006;0.65085;0.22543;0.22092;0.20056;0.22683;0.22436;0.19767
0.29345;0.29059;0.64145;0.23877;0.22177;0.19812;0.22952;0.23132;0.19882
0.29617;0.29971;0.65531;0.23866;0.22122;0.19967;0.22914;0.23444;0.19719
0.29855;0.28632;0.65333;0.24873;0.23272;0.19613;0.23567;0.2424;0.19633
0.29469;0.29245;0.65548;0.23101;0.23052;0.2006;0.22693;0.22538;0.19403
0.28901;0.28677;0.64544;0.23776;0.22186;0.19554;0.23311;0.24386;0.1966
0.2862;0.30224;0.64872;0.23264;0.23299;0.20141;0.22812;0.22812;0.19545
0.29011;0.29265;0.64715;0.22767;0.22159;0.19575;0.22825;0.23337;0.2
0.2823;0.28019;0.63408;0.23776;0.23235;0.19562;0.22417;0.22369;0.1946
0.2825;0.28382;0.66233;0.24087;0.23079;0.19453;0.22542;0.23029;0.19901
0.28399;0.2834;0.64221;0.2267;0.22635;0.19712;0.22661;0.2279;0.19742
0.28975;0.3023;0.64376;0.22163;0.23705;0.19619;0.23024;0.22247;0.20002
0.29504;0.28275;0.66127;0.2318;0.22669;0.19546;0.23713;0.23773;0.19696
0.28573;0.29011;0.65302;0.22804;0.23307;0.19589;0.22461;0.23165;0.19865
0.27585;0.27883;0.66853;0.22759;0.23651;0.19555;0.22787;0.22204;0.19356
0.28406;0.32114;0.75626;0.23129;0.23638;0.19563;0.22756;0.22426;0.20153
0.29059;0.28343;0.63946;0.23411;0.21705;0.19486;0.23724;0.23101;0.19501
0.28763;0.29966;0.63459;0.23275;0.23757;0.19452;0.2273;0.22963;0.19883
0.28611;0.28438;0.64341;0.23769;0.22383;0.19604;0.23658;0.22512;0.19905
0.29161;0.28274;0.65034;0.23219;0.23883;0.19809;0.22096;0.2306;0.19932
0.29654;0.28532;0.64372;0.23246;0.23164;0.19692;0.22767;0.23983;0.19746
0.2952;0.29411;0.64088;0.23133;0.23202;0.19729;0.23576;0.2274;0.1978
0.29855;0.28618;0.66173;0.22218;0.23659;0.19613;0.23525;0.23471;0.19943
0.27967;0.29371;0.64644;0.22858;0.23406;0.19773;0.22825;0.23332;0.1954
0.28908;0.2814;0.67394;0.2296;0.22691;0.1994;0.2302;0.23573;0.1961
0.28827;0.28974;0.65227;0.23693;0.24224;0.19708;0.22589;0.23606;0.19652
0.29613;0.28936;0.65878;0.22523;0.22673;0.198;0.23415;0.23805;0.19627
0.29445;0.28899;0.66483;0.22649;0.23001;0.20331;0.22701;0.23319;0.19891
0.29343;0.28971;0.65506;0.22674;0.22909;0.19659;0.22933;0.23229;0.19854
0.28194;0.28953;0.63858;0.2299;0.21958;0.19989;0.23712;0.23845;0.19707
0.28745;0.29252;0.63196;0.24409;0.23728;0.19717;0.2256;0.22326;0.19826
0.28899;0.29238;0.65779;0.22929;0.22747;0.19824;0.23135;0.2283;0.19664
0.29878;0.29337;0.66705;0.2378;0.22926;0.19667;0.23378;0.2402;0.19679
0.28686;0.29247;0.6519;0.23204;0.22122;0.20032;0.23211;0.23157;0.19593
0.30532;0.28895;0.64669;0.23648;0.23466;0.19709;0.23353;0.22828;0.19803
0.29801;0.28123;0.65721;0.22534;0.2295;0.20074;0.23871;0.22397;0.1965
0.29029;0.29652;0.63849;0.23528;0.24367;0.19988;0.23006;0.22843;0.19851
0.27777;0.29062;0.65571;0.2307;0.22038;0.20165;0.24044;0.22927;0.1971
0.29557;0.30231;0.65268;0.23448;0.22332;0.19821;0.23012;0.2299;0.20471
0.28322;0.27639;0.67062;0.23208;0.23012;0.19985;0.23783;0.22684;0.197
0.34406;0.40633;0.87804;0.37215;0.38861;0.29345;0.32521;0.26599;0.24341
0.32807;0.29037;0.6685;0.22742;0.21958;0.19811;0.24111;0.23509;0.19603
0.29926;0.28767;0.65749;0.23049;0.23951;0.19775;0.23636;0.22882;0.20203
0.29981;0.29788;0.64785;0.24249;0.22056;0.2001;0.23728;0.24072;0.19745
0.29073;0.29513;0.64194;0.22097;0.23794;0.19403;0.24413;0.22286;0.20059
0.29213;0.28086;0.66129;0.23306;0.2325;0.19727;0.2387;0.23123;0.19885
0.30202;0.27767;0.64426;0.23014;0.23215;0.19799;0.2266;0.22775;0.19578
0.3002;0.28467;0.64214;0.23054;0.22896;0.19489;0.25187;0.23406;0.19621
0.28791;0.29808;0.64297;0.23785;0.23175;0.19755;0.2356;0.22593;0.19611
0.28316;0.29311;0.65562;0.23257;0.23374;0.19709;0.22453;0.2303;0.19543
0.29043;0.28644;0.67094;0.23422;0.2369;0.19455;0.2371;0.22749;0.19504
0.29705;0.29091;0.66478;0.23078;0.22507;0.19629;0.22393;0.23556;0.19741
0.27826;0.29865;0.66098;0.23606;0.2316;0.19803;0.22221;0.22813;0.19855
0.29707;0.29871;0.66108;0.22806;0.22508;0.19709;0.23836;0.24742;0.19741
0.28926;0.28557;0.64613;0.23753;0.24156;0.19576;0.24054;0.23306;0.19808
0.29198;0.28616;0.64465;0.23152;0.24326;0.19729;0.26484;0.24408;0.19926
0.3037;0.28088;0.65125;0.22737;0.23053;0.19707;0.2406;0.23411;0.19791
0.30012;0.29163;0.66334;0.23486;0.23167;0.19614;0.22824;0.23374;0.19615
0.29398;0.28528;0.65891;0.22404;0.23396;0.19789;0.23295;0.21444;0.19624
0.29726;0.29507;0.65709;0.23842;0.22207;0.1976;0.22895;0.23936;0.20139
0.28663;0.30073;0.65767;0.22752;0.23573;0.19903;0.22857;0.22484;0.1994
0.28;0.2964;0.63957;0.22603;0.22802;0.19693;0.2282;0.23574;0.19782
0.29268;0.29388;0.62774;0.23252;0.23071;0.2005;0.23224;0.2276;0.19701
0.29237;0.27671;0.64294;0.24223;0.23568;0.19724;0.22215;0.23165;0.20516
0.30406;0.28776;0.64188;0.23452;0.23702;0.20623;0.22804;0.23714;0.19801
0.27872;0.30184;0.65241;0.23152;0.21747;0.19713;0.22389;0.23686;0.20073
0.28996;0.29241;0.65289;0.22933;0.22662;0.20144;0.22134;0.22811;0.19725
0.28704;0.28868;0.63864;0.22791;0.22548;0.19438;0.22837;0.22429;0.20211
0.29416;0.28587;0.65766;0.2225;0.23193;0.196;0.22917;0.22973;0.19591
0.29203;0.28555;0.62796;0.22949;0.22902;0.19431;0.23849;0.22618;0.19697
0.2885;0.2855;0.64508;0.23204;0.22213;0.19433;0.22438;0.22837;0.19632
0.28961;0.30576;0.63525;0.22497;0.23608;0.19406;0.22139;0.22803;0.19651
0.29855;0.28708;0.6611;0.23833;0.22486;0.20074;0.22496;0.23424;0.19501
0.29189;0.29352;0.6383;0.23898;0.22587;0.19731;0.23315;0.22517;0.19746
0.28948;0.29418;0.64808;0.24041;0.22104;0.198;0.23603;0.23437;0.19959
0.27767;0.28929;0.648;0.23061;0.23533;0.20047;0.22833;0.23702;0.1969
0.29236;0.28265;0.75034;0.40522;0.26467;0.23209;0.28249;0.23805;0.19663
0.2856;0.28689;0.64891;0.23855;0.23418;0.19772;0.22722;0.23146;0.20064
0.28515;0.28112;0.63584;0.23071;0.23473;0.19619;0.23996;0.22965;0.19703
0.28604;0.3019;0.63506;0.22881;0.22878;0.19459;0.22295;0.22533;0.19643
0.296;0.29001;0.66147;0.22444;0.22325;0.19732;0.22953;0.233;0.19508
0.28538;0.29641;0.65693;0.22667;0.23643;0.19461;0.22657;0.22484;0.194
0.28029;0.28616;0.64668;0.2302;0.22166;0.19496;0.2264;0.23654;0.19709
0.27716;0.2837;0.6363;0.23188;0.23246;0.20536;0.22705;0.2259;0.19386
0.2865;0.2749;0.65339;0.24287;0.22924;0.19476;0.2363;0.2259;0.19582
0.28818;0.29427;0.65669;0.23022;0.22746;0.20249;0.24311;0.23131;0.1985
0.28802;0.29916;0.66873;0.23984;0.22315;0.19699;0.2386;0.23652;0.19735
0.29042;0.28523;0.65022;0.22356;0.23341;0.20143;0.22783;0.21149;0.19423
0.29374;0.29755;0.64602;0.23139;0.23737;0.19816;0.22724;0.23474;0.20006
0.28808;0.30156;0.65407;0.23845;0.22837;0.20229;0.22861;0.22272;0.19669
0.29161;0.30117;0.63479;0.24684;0.22786;0.1967;0.2305;0.23586;0.20069
0.2878;0.28024;0.66358;0.22092;0.23357;0.19896;0.24295;0.21957;0.19845
0.28457;0.28355;0.64298;0.23465;0.22931;0.19527;0.23123;0.23631;0.20578
0.29051;0.28492;0.63235;0.22787;0.24556;0.19472;0.22988;0.23413;0.19584
0.27925;0.2945;0.65735;0.2406;0.23197;0.19585;0.23177;0.23195;0.20084
0.28291;0.30475;0.65917;0.22767;0.22694;0.19549;0.23194;0.2262;0.19677
0.29291;0.29012;0.64144;0.218;0.23229;0.19602;0.23326;0.22364;0.19669
0.30465;0.2972;0.65237;0.22597;0.23347;0.19639;0.2345;0.22973;0.1952
0.29165;0.30118;0.66066;0.22525;0.23086;0.19606;0.22195;0.2208;0.19451
0.29986;0.27572;0.67464;0.23503;0.21753;0.19393;0.23502;0.22672;0.19677
0.28952;0.281;0.6364;0.22175;0.2225;0.19772;0.22232;0.23037;0.19606
0.28841;0.29303;0.66174;0.22828;0.22613;0.19728;0.23261;0.23577;0.19747
0.27827;0.29976;0.64387;0.22888;0.231;0.20281;0.22768;0.2282;0.19707
0.28822;0.28959;0.64464;0.23169;0.22714;0.19341;0.23186;0.22487;0.19679
0.28131;0.285;0.63556;0.23304;0.23328;0.20259;0.23144;0.23089;0.1971
0.2897;0.2941;0.64566;0.24678;0.22933;0.19474;0.22782;0.22982;0.19856
0.27989;0.28971;0.66565;0.22574;0.23428;0.19662;0.2379;0.2323;0.19353
0.28981;0.29885;0.63768;0.23312;0.2298;0.19441;0.23117;0.22823;0.20064
0.28661;0.2991;0.65005;0.23875;0.23274;0.19741;0.24069;0.22676;0.19704
0.28472;0.2801;0.63827;0.22498;0.22715;0.19684;0.23149;0.22652;0.19937
0.29773;0.28519;0.63812;0.23945;0.23127;0.19406;0.23866;0.21921;0.19895
0.29089;0.29361;0.6431;0.22118;0.23006;0.19772;0.23513;0.22388;0.19602
0.29602;0.30341;0.77798;0.23069;0.23737;0.1984;0.24151;0.23012;0.19631
0.29802;0.31135;0.64712;0.22413;0.22879;0.19321;0.22582;0.22961;0.20463
0.29255;0.28453;0.643;0.22884;0.23378;0.19923;0.24508;0.22133;0.19632
0.28908;0.29458;0.63689;0.23769;0.23104;0.19657;0.23839;0.23368;0.19669
0.28438;0.2915;0.64504;0.22755;0.23318;0.1997;0.23486;0.30618;0.27992
0.29884;0.30284;0.62645;0.23363;0.23173;0.19705;0.22705;0.22864;0.2017
0.28621;0.28064;0.65421;0.23276;0.22499;0.19634;0.24982;0.22822;0.19731
0.27982;0.31599;0.62548;0.22732;0.24455;0.1966;0.222;0.22821;0.20112
0.28525;0.2919;0.65779;0.22582;0.23202;0.19638;0.24309;0.23009;0.19653
0.28468;0.29155;0.64551;0.21997;0.23846;0.19624;0.22678;0.22113;0.19426
0.2907;0.2787;0.65699;0.22864;0.22602;0.19427;0.21756;0.22678;0.19426
0.29126;0.292;0.65117;0.23228;0.23131;0.19675;0.22974;0.23381;0.19881
0.30159;0.27657;0.64967;0.22909;0.22521;0.19513;0.22625;0.23376;0.19503
0.27906;0.30111;0.66127;0.22892;0.24022;0.20085;0.22495;0.22278;0.20118
0.30029;0.28501;0.65088;0.2303;0.22863;0.19897;0.23342;0.22934;0.19858
0.28581;0.29459;0.64733;0.23128;0.23019;0.19839;0.22259;0.22047;0.19785
0.28772;0.28959;0.63035;0.22974;0.2253;0.19595;0.23193;0.23398;0.20197
0.28609;0.28524;0.63662;0.23271;0.22083;0.2028;0.23375;0.22454;0.19734
0.2939;0.29748;0.64942;0.23571;0.23302;0.19708;0.23461;0.22734;0.2085
0.29282;0.29517;0.65494;0.23243;0.23033;0.19673;0.23932;0.22818;0.19682
0.28483;0.28968;0.66688;0.22604;0.23488;0.19557;0.22662;0.22431;0.19887
0.26718;0.28163;0.66531;0.22821;0.22796;0.19376;0.23547;0.22693;0.19572
0.29541;0.30129;0.6442;0.22759;0.22959;0.19937;0.23197;0.22999;0.19449
0.29682;0.28636;0.63579;0.22853;0.22643;0.1943;0.22853;0.23187;0.19898
0.28423;0.28394;0.64785;0.23883;0.23301;0.19617;0.23219;0.2331;0.19525
0.29157;0.28847;0.65611;0.23042;0.23736;0.19701;0.22728;0.24793;0.21065
0.35365;0.29471;0.6355;0.23999;0.24226;0.19388;0.23575;0.22508;0.195
0.29974;0.29225;0.65504;0.22925;0.2162;0.19641;0.22272;0.23732;0.19669
0.28895;0.27938;0.65328;0.2299;0.22759;0.19944;0.2307;0.22579;0.19734
0.29931;0.29685;0.64576;0.23217;0.23456;0.19899;0.23655;0.23672;0.20014
0.29566;0.28744;0.65611;0.23303;0.23573;0.19874;0.22243;0.23017;0.19719
0.30673;0.29357;0.64888;0.23705;0.233;0.19736;0.22871;0.23515;0.19685
0.29104;0.29677;0.64912;0.22385;0.22767;0.20141;0.23288;0.23373;0.19772
0.30128;0.28246;0.66219;0.23017;0.22663;0.19516;0.23427;0.22663;0.19573
0.29436;0.28583;0.66334;0.23211;0.23126;0.20212;0.22425;0.2381;0.19646
0.29172;0.28606;0.65474;0.24518;0.22916;0.19772;0.23465;0.22733;0.20329
0.28069;0.29487;0.6399;0.24157;0.23338;0.20065;0.22495;0.23484;0.19672
0.28405;0.29344;0.65577;0.24561;0.22945;0.19597;0.23997;0.23342;0.20145
0.2958;0.28141;0.65823;0.23873;0.2338;0.20016;0.22556;0.23524;0.19729
0.2932;0.28827;0.64471;0.25122;0.22587;0.19715;0.22282;0.2332;0.20153
0.27449;0.28385;0.64764;0.22819;0.2255;0.19577;0.24048;0.21838;0.19575
0.29192;0.2891;0.64834;0.23011;0.22752;0.19549;0.23382;0.23294;0.20445
0.28528;0.29597;0.65444;0.23077;0.22269;0.19647;0.24219;0.22552;0.19641
0.28394;0.28469;0.66333;0.23238;0.2276;0.19668;0.22325;0.22376;0.2002
0.30923;0.27589;0.66639;0.24152;0.22098;0.19712;0.23822;0.22229;0.19737
0.28623;0.30906;0.63533;0.23129;0.23735;0.19678;0.23101;0.21535;0.19662
0.28945;0.29158;0.64461;0.23545;0.22905;0.19686;0.23155;0.23765;0.19682
0.28822;0.27164;0.65622;0.23636;0.23276;0.19631;0.23245;0.22544;0.19713
0.28963;0.28664;0.66486;0.24496;0.23709;0.19439;0.23027;0.22882;0.19642
0.30263;0.29292;0.65546;0.22385;0.238;0.19672;0.22921;0.22669;0.19592
0.29191;0.28757;0.6532;0.23288;0.22757;0.19555;0.23545;0.23118;0.19473
0.29617;0.27637;0.64138;0.22778;0.23677;0.19918;0.2304;0.23074;0.2009
0.29842;0.28222;0.63527;0.23275;0.23199;0.19394;0.22795;0.23699;0.19753
0.29094;0.29332;0.65751;0.23638;0.22812;0.2025;0.23124;0.22899;0.19748
0.29414;0.28519;0.65992;0.23469;0.22906;0.19599;0.23388;0.23352;0.19676
0.28418;0.29185;0.65289;0.24073;0.2316;0.20147;0.23086;0.22699;0.19802
0.28568;0.28764;0.67824;0.23569;0.22648;0.19627;0.22667;0.24076;0.19524
0.27238;0.28143;0.65674;0.2343;0.24473;0.20127;0.22698;0.22545;0.19925
0.30063;0.29354;0.65738;0.2346;0.22313;0.19551;0.2328;0.22589;0.19715
0.29764;0.29092;0.6528;0.23529;0.23538;0.20103;0.23454;0.23118;0.19668
0.29558;0.28664;0.63199;0.24128;0.22779;0.19473;0.23465;0.23194;0.1968
0.28416;0.28707;0.65122;0.22668;0.21595;0.20201;0.22957;0.22741;0.19523
0.29009;0.29491;0.64731;0.245;0.22727;0.19624;0.23566;0.23285;0.20211
0.2823;0.29604;0.6517;0.23338;0.23017;0.19853;0.22477;0.23264;0.1938
0.2834;0.30278;0.6429;0.2389;0.21169;0.19362;0.22134;0.23292;0.20336
0.27488;0.2903;0.63545;0.21785;0.23041;0.19756;0.23793;0.23524;0.19623
0.27853;0.28199;0.65997;0.23239;0.23031;0.19634;0.22349;0.23567;0.20043
0.28526;0.28403;0.66199;0.22582;0.23158;0.19826;0.23538;0.22872;0.19582
0.293;0.28211;0.64944;0.23358;0.2369;0.19715;0.22733;0.23651;0.20302
0.28128;0.29909;0.65916;0.23311;0.23038;0.19573;0.23351;0.22074;0.19484
0.28992;0.30165;0.62139;0.23658;0.24261;0.19834;0.23502;0.23357;0.19893
0.28252;0.28639;0.65076;0.2248;0.22686;0.1955;0.22977;0.23076;0.19766
0.29805;0.29527;0.62946;0.23117;0.2334;0.19624;0.22599;0.22709;0.19641
0.29866;0.28013;0.6533;0.26746;0.27138;0.2354;0.2995;0.27759;0.22467
0.28553;0.28846;0.63688;0.24708;0.22263;0.19758;0.23138;0.24232;0.20046
0.29488;0.28502;0.65006;0.23199;0.22784;0.19756;0.23215;0.22952;0.1988
0.29624;0.30509;0.62741;0.23832;0.22843;0.19788;0.22783;0.22962;0.20241
0.29099;0.27957;0.65359;0.23299;0.22305;0.19726;0.2285;0.22234;0.19721
0.29391;0.28099;0.64071;0.22612;0.23003;0.19628;0.22741;0.23256;0.20019
0.29154;0.29905;0.65363;0.23033;0.22436;0.19626;0.2414;0.22486;0.19641
0.27664;0.293;0.64001;0.22696;0.23621;0.1973;0.22341;0.22897;0.19706
0.29806;0.28644;0.66615;0.23383;0.22369;0.19531;0.22964;0.23256;0.19802
0.29;0.29201;0.69824;0.28004;0.2269;0.19423;0.23151;0.22787;0.19553
0.28703;0.28159;0.72452;0.30358;0.29303;0.19643;0.23407;0.21318;0.19629
0.29533;0.29773;0.62757;0.23735;0.23391;0.19725;0.23144;0.23175;0.20327
0.29333;0.2892;0.65447;0.22469;0.24082;0.19554;0.2307;0.23211;0.19688
0.2902;0.29234;0.62907;0.23331;0.23936;0.19675;0.22878;0.23281;0.20042
0.28695;0.29029;0.65292;0.23211;0.22427;0.20347;0.23229;0.23066;0.19374
0.29157;0.28415;0.66366;0.22803;0.2365;0.19416;0.23546;0.22334;0.20298
0.29139;0.28324;0.65233;0.22694;0.2355;0.19772;0.23647;0.22813;0.19782
0.29206;0.29779;0.6629;0.23199;0.23104;0.19384;0.2286;0.22715;0.2032
0.28372;0.28778;0.68317;0.21946;0.23458;0.19596;0.2388;0.23453;0.19768
0.27967;0.29919;0.63341;0.23846;0.2287;0.19629;0.2413;0.23286;0.19838
0.29258;0.28946;0.67682;0.22357;0.23367;0.19626;0.2285;0.22293;0.19596
0.28648;0.30813;0.65208;0.23568;0.23425;0.19771;0.22273;0.24165;0.19661
0.28236;0.28634;0.65723;0.22425;0.21859;0.19717;0.24182;0.2163;0.19651
0.28483;0.28466;0.65477;0.22735;0.23101;0.19427;0.22657;0.24039;0.19992
0.29929;0.28543;0.65049;0.22745;0.23485;0.1961;0.24321;0.23569;0.19663
0.29822;0.29825;0.64925;0.24556;0.23293;0.19502;0.23372;0.23257;0.19774
0.2975;0.29134;0.67461;0.23447;0.22944;0.19633;0.23974;0.22891;0.19764
0.28241;0.297;0.6525;0.22958;0.2324;0.19518;0.23448;0.22364;0.20162
0.2983;0.29006;0.65218;0.23242;0.23225;0.19699;0.2357;0.23303;0.19748
0.29543;0.28903;0.64698;0.21814;0.23398;0.19561;0.22688;0.22547;0.19427
0.27698;0.28712;0.6504;0.23269;0.23464;0.19616;0.23578;0.23681;0.19895
0.29479;0.29345;0.64998;0.22115;0.23503;0.1978;0.23203;0.23116;0.19881
0.29873;0.2857;0.67025;0.22204;0.22747;0.19705;0.22582;0.23999;0.198
0.28468;0.29643;0.67243;0.23477;0.23591;0.19659;0.24538;0.22254;0.19621
0.30532;0.28399;0.65165;0.23345;0.23133;0.19676;0.24586;0.23006;0.19692
0.2943;0.287;0.64209;0.23003;0.24197;0.19605;0.23073;0.22267;0.19939
0.297;0.28807;0.65863;0.22266;0.22217;0.20003;0.23436;0.24758;0.19771
0.29619;0.2901;0.65174;0.22723;0.23357;0.20188;0.22412;0.22614;0.19662
0.30752;0.29161;0.66406;0.23522;0.22137;0.19577;0.23788;0.21743;0.1966
0.28729;0.28746;0.65513;0.22877;0.23063;0.20075;0.23644;0.22633;0.19712
0.28892;0.29226;0.66202;0.22557;0.22763;0.19606;0.2279;0.23412;0.19661
0.29287;0.28353;0.63779;0.23392;0.22455;0.19885;0.23209;0.22586;0.19427
0.29925;0.29418;0.65438;0.24062;0.23426;0.19797;0.23747;0.22715;0.19882
0.29997;0.28872;0.6423;0.2357;0.22781;0.20105;0.22879;0.23719;0.19745
0.30354;0.29046;0.65275;0.23574;0.22044;0.19473;0.22427;0.23238;0.1964
0.28676;0.26906;0.64557;0.22876;0.22701;0.19912;0.23466;0.22204;0.24706
0.28236;0.29867;0.6619;0.23997;0.22604;0.19608;0.22502;0.22774;0.20141
0.30791;0.29617;0.6585;0.23245;0.21835;0.202;0.23365;0.22335;0.19465
0.3065;0.29841;0.65972;0.23073;0.22932;0.19665;0.23347;0.22727;0.19567
0.28402;0.28247;0.66073;0.23306;0.23356;0.19993;0.22406;0.23434;0.1989
0.28643;0.28665;0.67124;0.23713;0.23352;0.1958;0.2379;0.22559;0.19428
0.28597;0.29289;0.65885;0.23307;0.2348;0.2004;0.22725;0.22118;0.19896
0.27837;0.29147;0.6403;0.23895;0.22917;0.19785;0.22563;0.23026;0.20134
0.30219;0.28393;0.65682;0.22544;0.23741;0.20003;0.22641;0.23766;0.1968
0.28532;0.29058;0.64161;0.23317;0.22643;0.19603;0.23056;0.22489;0.20048
0.28417;0.2956;0.64784;0.22743;0.23084;0.19592;0.23771;0.23291;0.19753
0.29509;0.30466;0.6403;0.23505;0.22628;0.1953;0.22683;0.23075;0.20056
0.29477;0.28103;0.63914;0.21627;0.2246;0.19511;0.23795;0.22861;0.19541
0.28849;0.28547;0.64961;0.22812;0.24232;0.19681;0.24033;0.22935;0.20229
0.2862;0.29743;0.67708;0.22978;0.22769;0.1971;0.23182;0.22384;0.19665
0.29;0.29222;0.65295;0.22904;0.23111;0.19481;0.23081;0.23186;0.19585
0.29709;0.28596;0.66951;0.23431;0.22638;0.197;0.23653;0.23403;0.19712
0.28781;0.29854;0.66824;0.23663;0.23273;0.19751;0.23582;0.23143;0.20223
0.27626;0.28451;0.66064;0.22628;0.22776;0.19716;0.23762;0.22967;0.19817
0.28652;0.29178;0.65344;0.22444;0.23354;0.19609;0.23369;0.23121;0.19465
0.28813;0.28845;0.64474;0.23678;0.23582;0.19809;0.2416;0.23024;0.19777
0.29329;0.2966;0.65787;0.23874;0.22932;0.19639;0.22036;0.2259;0.19585
0.29159;0.29398;0.66747;0.23234;0.22415;0.19523;0.224;0.23503;0.19474
0.28406;0.28604;0.65878;0.21986;0.23267;0.19705;0.23616;0.22079;0.19717
0.29503;0.28503;0.64779;0.22723;0.22721;0.19377;0.22917;0.23079;0.19748
0.28751;0.28799;0.65105;0.23329;0.23194;0.20115;0.22771;0.21333;0.19812
0.2807;0.29042;0.64658;0.2299;0.22685;0.19703;0.2336;0.24141;0.19586
0.28637;0.28777;0.64938;0.23272;0.2334;0.20155;0.23053;0.22577;0.19694
0.3009;0.28363;0.65109;0.23377;0.23353;0.19827;0.21774;0.23387;0.19619
0.28476;0.28117;0.67577;0.23654;0.23471;0.20274;0.22429;0.23691;0.19737
0.28661;0.2946;0.63499;0.23508;0.23232;0.19702;0.231;0.23944;0.19975
0.28868;0.29597;0.65825;0.22743;0.21959;0.2007;0.23133;0.22833;0.19614
0.29612;0.28242;0.64439;0.23606;0.22763;0.19772;0.23367;0.221;0.20073
0.28746;0.28903;0.65622;0.23201;0.22269;0.2014;0.23088;0.2326;0.27949
0.30016;0.29563;0.66071;0.23656;0.21961;0.19668;0.23638;0.24062;0.19695
0.28165;0.30553;0.64025;0.22649;0.22046;0.20317;0.23913;0.22288;0.19801
0.30153;0.28658;0.73512;0.32144;0.23187;0.19672;0.23434;0.22838;0.21044
0.30562;0.2849;0.64204;0.23328;0.23881;0.19521;0.22253;0.2317;0.19446
0.29023;0.29686;0.6461;0.22782;0.22792;0.19789;0.22431;0.23313;0.1996
0.2894;0.28066;0.6554;0.24186;0.22132;0.2107;0.23219;0.22565;0.19713
0.29327;0.28263;0.64416;0.25152;0.23277;0.19656;0.22966;0.22655;0.19745
0.28015;0.28157;0.66765;0.22589;0.23145;0.1999;0.23074;0.23109;0.19615
0.30216;0.28534;0.64957;0.2339;0.22926;0.19578;0.23243;0.22699;0.19755
0.28075;0.28325;0.64202;0.22322;0.22882;0.20092;0.22931;0.22185;0.19709
0.29313;0.31042;0.64049;0.22796;0.2276;0.19489;0.22722;0.22361;0.1995
0.27943;0.27871;0.64755;0.22262;0.21541;0.19591;0.2325;0.22338;0.19554
0.2891;0.29787;0.63192;0.22697;0.22793;0.19607;0.22905;0.23324;0.19866
0.29134;0.29152;0.66777;0.22793;0.23049;0.19629;0.24211;0.23244;0.19649
0.28382;0.29075;0.64769;0.23166;0.22494;0.19627;0.22957;0.22749;0.1957
0.29779;0.27477;0.63042;0.23313;0.22653;0.19691;0.22174;0.24007;0.19666
0.28753;0.27632;0.63538;0.23286;0.23157;0.19649;0.23465;0.21994;0.20051
0.30095;0.29103;0.64028;0.24011;0.23555;0.19666;0.22443;0.23927;0.1971
0.29256;0.36721;0.82992;0.3183;0.23929;0.1995;0.22361;0.23582;0.20919
0.29404;0.29536;0.69671;0.23544;0.23466;0.20696;0.25277;0.23501;0.20104
0.29675;0.31151;0.64126;0.23789;0.26183;0.3577;0.24258;0.22618;0.19895
0.33846;0.3195;0.70584;0.32584;0.33412;0.20356;0.23385;0.23443;0.2096
0.30379;0.31566;0.755;0.2265;0.23119;0.20517;0.22698;0.2284;0.20093
0.31102;0.34583;0.67139;0.25215;0.23728;0.20482;0.24038;0.24245;0.20307
